id,question,context_0,context_1,context_2,context_3,relevant,answer_text,answer_start
861d243aa633003a8ff3b6c356c5144d,鄧萍在哪一年過世?,3048,5922,207,5323,207,1935年,384
2f2b45d31296812bab87d002f7c3f59a,湯若望被清廷任命為哪個部門的官員?,7707,4057,5154,5827,7707,欽天監,23
371d380768dd7676e400ff5b19d4f0df,1984年NBA選秀會，選到了號稱「飛人」的誰?,7497,2146,2527,6887,6887,麥可·喬丹,300
698c641f07f1d89649481ac1beb6fbfd,現今的海牙舊區多建於十九世紀至什麼世紀初?,6139,5555,7497,2146,5555,二十世紀,759
138af93498155ea2a4eb79012598c2f7,滿洲基督教會本部的領導為？,7017,1825,8174,8356,8174,石川四郎,161
d24df37e815688b8d38e54db47e82b8d,其校所發明的藥物包括，包括用於治療癌症的伏立諾他以及檢測心血管疾病的哪個藥品?,65,8053,6449,7844,8053,同型半胱氨酸,354
a9684af24cb6912ed2329d5a45201d0c,能夠過什麼東西模擬生態系統?,8761,5348,615,5041,5348,生態球,551
be312316336e116b5db5ddc3bcd735c2,加勒比海大遷移在哪一個世紀再次展開?,5124,6180,2146,7497,6180,19世紀,0
4ee5699c0140ce23172fe6c92b6f11f6,七年戰爭結束後，英法兩國於1763簽訂什麼合約?,4438,674,5485,8304,674,巴黎和約,175
15dd117086ef303d6f9fefdb98eee115,神聖羅馬帝國為哪個王國演變?,5485,5705,5790,2991,2991,東法蘭克王國,317
a96bbd9f115548ca093e53235ecaa851,2007年至2008年，黃河以南第一個小麥畝產超過千斤的縣是?,2100,3865,6925,2845,2100,沈丘,12
906431ab42937736bbbe459fc954836a,慈禧在垂簾聽政之後，便採納了誰的建議，令中外臣工直言批評時事的過失?,784,697,5922,8135,8135,徐啟文,275
74e110af04356e3f377351ce26fba549,悉萬丹部、何大何部、羽陵部、日連部、匹絜部、黎部、吐六於部以及哪一部為古契丹的八大部落?,6509,8199,1626,3598,8199,伏弗鬱部,80
0f9206f3fc4197084d1435855b379dcb,舞蹈在什麼時期成為一門獨立的藝術？,7497,5536,8448,6065,8448,歐洲文藝復興,0
7796d5d016fd8da98a5c36c100991786,德國學生會在多少年級之後參加大學入學考試？,2628,1716,811,5485,2628,十三,295
609b38f3e1d88ce7bd3e1007c0692025,美國的浸信會分裂成美南浸信會和美北浸禮會是由於美國南部長期支持種族隔離以及什麼制度?,3741,2322,744,7312,7312,奴隸制,160
48187ff03d28b76e5d69e3a9fd4701bb,異族將領中哪一位具有部分漢族的血統？,7512,6952,7891,1353,1353,安祿山,257
ecbec7a3b8a5bb169425b25c76f0c122,新鄭盛產哪一種作物，其年產量高達3萬噸?,2056,5318,6925,7735,2056,紅棗,262
5a6f7722de755ef7470663763db6ad95,二十世紀初期的人們認為什麼可以代替馬匹且是「潔淨的奇蹟」?,2527,4613,7905,7497,7905,汽車,136
988acd9b0f55d838971e1435ee1dd1b1,波音公司的哪一型號的民用飛機非常巨大，發表之初被專家譏為滿是空位的機型?,3636,4314,1114,8264,4314,波音747,392
3614a347f1b4536e1d8934a0e9f6a0ac,從什麼時後開始出現了出售贖罪券的現象?,1577,1,4018,2527,1577,十一世紀,11
87aec97a8fbb175b7cde04c0c87a85e2,現今的開封是在哪一個遺址上建立的?,2580,8264,3744,6952,2580,北宋東京城遺址,45
bda6b6e0f59e70900e73dd9aa58b82a1,指出26億人沒有足夠水作為衛生用途的是哪個單位?,7497,1814,6925,4032,1814,聯合國,0
751eb50a64ccb873230605a5a6035bf2,陽光的輻照度為每平方公尺中多少千瓦於海平面上?,5043,7366,5662,6644,6644,1 千瓦,214
786b070d27af3f5313d6bd08eb4eabfe,楊慕琦計劃的主要目標有二，除了縮減立法局中官守議員人數之外，還有一項是?,4125,7497,5950,8429,8429,計劃中香港會建立市議會,145
2dd23707cd261b2292e8acdecfaa80b9,《宗座年鑑》是由哪一個機構出版的?,3584,2509,8476,6311,8476,羅馬教廷,54
c3a86bfd0e0785a2984fa3545e68f076,北洋水師於哪一場戰爭中被日本海軍造成重創?,6490,2322,24,7217,24,黃海海戰,98
aa714d1aecba6d13381c2d84e3fb30c3,哪個國家持有大部分愛琴海島嶼的主權？,5337,5971,6884,2322,5971,希臘,319
c9d2e2b63167d1a36431515622729360,《沙鄉年鑑》於何年出版?,8476,3309,4870,6311,4870,1949年,280
19e49e41407db96a658a1db5716f2300,日本曾於1937年至1945年間在公共租界的北區與東區建了一些兵營以及?,3675,2569,4941,2322,3675,住宅,58
e6cfda251bb7b82444de20b4160ae139,哪一國的團隊是登上布威島的第一批科學考察者?,221,8557,6952,5950,8557,挪威,495
f91c7062c8edc0ce9586c74b46d48a3c,每天有3900兒童因腹瀉死亡是於哪種類型的國家?,5464,4032,1814,6952,1814,開發中國家,86
d305ec3d2f3879623aa4e3bb84a27d98,NBA歷史上公認最出色的得分後衛是誰?,3787,697,7847,4605,4605,Michael Jordan,190
3a2e646293b8885214c624aebe380327,琪蝶魚和蝴蝶魚都會居住於哪一地形？,1947,4027,4782,619,4782,珊瑚礁形成的洞穴,228
a491d5965128ac1cefaeb0c369626357,在東南亞，華僑的兩個元素，隨著時間與當地融合，一個是文化，另一個是?,2558,2103,5755,4820,2558,語言,275
15ee6a7876e57f2430534d30d9306a3b,特拉維夫在哪一個世紀之後開始慢慢發展起來?,7497,2146,1599,5919,5919,19世紀,121
43f43ef6ee64d1e2a067c13c9f509264,日本三大激流中哪一條位於熊本縣？,5640,727,2221,2146,5640,球磨川,190
6601b056ba7cb883406fda36e8dcc1ba,為什麼北方的三名代表會被處決？,8662,7402,2322,4742,8662,拒絕發表變節聲明,280
82880d69c4cadcbc23897d0a3ebbe8c5,南漢國管治哪一個國家,4305,1716,1047,3413,1047,香港,189
3eb4ece64b33cf0fa88bc762c924570c,為什麼皮特肯島未成年少女性侵案件的審判必須在皮特開恩群島上舉行？,2864,7784,7497,5362,2864,2004年13名被告成功地上訴,81
352520f837ca2d479cee547b1e650600,進入六世紀以來，因為什麼原因造成軍政互相掣肘已成為嚴重隱憂?,411,6355,1717,2322,1717,受到了諸多強大外敵的衝擊,101
2f9ea033d38fd346e5a46f4958e00b27,參議院、總統和什麼機構組成愛爾蘭的國家議會？,4788,5154,8042,6226,4788,眾議院,145
c713e2193eaa8db4863da83eda1e2c90,因起黃巢之亂最直接的主因為？,5455,3096,5950,4205,4205,鹽鐵專賣制度,128
59958cadd665e11957e24a6ff8e5948d,哪一項制度於1730年開始實施?,9003,1716,6925,766,9003,選舉十二人團制度,363
ccccfe5c6b1e3e9f1ab25e38697a583d,雙序制又稱為什麼,7423,1879,3594,6316,3594,孔多塞制,0
9eaaf482caf6ae1aa7eccfe5696b0720,為了監督天下諸部落，因此設立什麼?,7206,7497,4402,2527,7206,左右大監,91
ffcc745d98cb7fa63421f361186fc959,太平天國在哪一年部署了第二次西征?,2327,1597,6721,24,6721,咸豐十一年,273
ee3d32d1f0ba4abadb8b9d494360a6f4,巴西在哪一年獨立?,2608,6342,4682,2146,4682,1822年,407
014a606ccf228ac5756d6d7c6ef1fd67,哪個人的著作《論出版自由》被當作新聞自由誕生路程上的一個里程碑?,7819,5950,4055,3152,7819,約翰·彌爾頓,382
07752a10e4c262475688b0a0c4d8523a,胡適思想批判論文彙編為哪個出版社發行?,1879,1450,6654,552,6654,三聯書店,316
bdd8045a1247b83b84a7aa27520de9b8,永曆四年六月，鄭成功軍隊行抵潮州，便以什麼理由出兵攻打潮州守將郝尚久?,2342,7985,69,7550,7550,不清不明,354
e9e24e30bf5fb517c8d3805ab4338e89,1968年大規模的學生運動對於洛氏圖書館做了什麼?,2079,8300,5213,2527,5213,占領並封鎖,129
f5bcb3928cdca7b79732d942e951dc64,哪一個國家在2004年舉行的歐洲國家盃中表現亮眼而成為2004年的歐洲霸主?,8582,4960,3879,2146,2146,希臘,307
90668181610da49d66e98d323b344904,香港失聰人士如何溝通,3413,4305,505,3687,505,香港手語,156
368042c0d6578c97b2638b2775c1298f,尼古拉·特斯拉在哪一年過世?,4978,5323,8294,356,8294,1943年,11
b05be8a3e6d6956be79c32aede353a32,新的孔多塞方法結合了什麼與排序複選制?,4627,3594,6952,6250,6250,波達計算法,11
4a05cf26e802e2931bcf7fcdadb30d10,如果在義大利濃縮咖啡中加入適量的鮮奶油就可以完成哪一種咖啡？,3285,3331,2357,861,861,康寶藍,121
0e2d577ff7674d7f77c1e8c168cf63cd,盛行修築古墳的時代是以哪一個地區為中心?,2900,7497,5541,7766,5541,奈良縣,21
0794cf7f63f836d01064a29f3a2a9192,在神戶，約200年統治時期為哪一個姓氏?,7497,3443,7766,6925,7766,赤松氏,657
fbdf75238f35d01544d51480054cbc49,陳憲宗在哪一年過世?,4262,2128,5323,8272,4262,1341年,43
7f9c00a7f226d66459c1cdccad4a119a,鈣元素在血漿中大多以什麼樣子存在？,1762,4613,6952,7575,7575,離子形式,10
9145a37aac59faa7f2aab7f5834b8c97,通用序列匯流排和藍芽都是出自於哪一家公司的實驗室之手中？,7552,1502,884,6952,884,英特爾,7
d75601a339d5aabc8c4bb2d3c127770a,印度哪一地區的納稅人比例是最高的？,692,401,6952,5950,692,馬哈拉施特拉邦,139
b863ef80b348b993065c7bf9d3dd2f94,歐美大陸是由波羅地大陸和什麼所組成的？,5950,6989,5975,5054,6989,勞倫大陸,180
55ce032bbe91e53123724793558215ae,琦善當時所擔任的職位是什麼,6682,7960,1716,7958,7958,派欽差大臣,233
6f0661ac973d8f64f1a77c30a4e9e82b,裕仁前往東宮禦學問所繼續學習7年是在西元幾年的時候?,347,7497,6836,1028,1028,1914年,240
576a1c35857ed19d778cd9a9a71672d3,馬鳴傳說從哪一個時代之後，逐漸被世人所知?,768,2527,3169,7497,3169,鳩摩羅什時代,49
b9d48120699d2be84ff03063a1fceea7,在哪一年聯合國安全理事會一致推薦日本為聯合國會員國?,8298,8963,1358,22,8298,1956年,70
2b1f08237b4e5acae72d0ddbac22fb3a,什麼組成土星環?,7501,92,2064,6206,6206,冰體,136
8f67f0cc605e8d5d72ba777374910024,什麼職位是充任由皇太子和親王兼任的某職位？,7891,6043,1263,6765,1263,權知開封府事,362
fbb1092bb22baad9727f168a2826a4ba,德國於19世紀之後以健康為出發點建立了哪一種體制?,4891,8179,6925,1716,4891,市民農園,42
2c6be46d114ef26b716914b439c28e35,將父權視為是文明發展的開端的主義為？,2444,3724,4750,7017,2444,無政府原始主義,188
09866b0195f7ffbdccb079e4f4bfe1a1,哪一個研究機構是由許多從國外學成回國的經濟學家擔任研究主力的典型例子?,7497,2795,4502,3017,4502,北京大學中國經濟研究中心,425
d09772473e6510504c32132a8e83714a,旅遊快速通道和什麼連接一起,8368,8699,6036,8215,6036,風景名勝區,97
62d152fc91a976b71265530fcb4a935c,音節的概念為何會受到挑戰？,1844,1159,7393,8351,1844,一些語言在中間不插入任何元音或響音的情況下，允許一長串輔音出現,203
6cde64a8b4e130d1039197bafce90858,哪一烏龜的品種的重量可達象龜的三倍？,7869,4039,8264,2786,4039,棱皮龜,253
202094a38cfe2ab11c49cfa315637e6f,「吉米·基梅爾秀」是哪一間廣播公司的節目之一?,6195,6043,1526,7937,7937,美國廣播公司,38
06fe68b51820ed1042a51b02c7cc2378,朱德與誰率紅四軍主力出擊贛南閩西,1227,2911,6838,8182,1227,毛澤東,96
ccd83fc4456c6b4ab3eb7f0b3f6f9405,拜仁在哪一年的德國超級盃中以2比4不敵多特蒙德?,200,1042,3595,4985,3595,2013年,55
4e3273fc3fbf4ee3e8950b48d8924816,部分人認為第一份無政府主義的期刊於何時誕生？,4913,3140,2322,135,3140,1833年,396
146ecea2eabdd20462ef67707aacc2d8,為何《吠陀經》的語法跟發音得以完整流傳？,3309,55,7654,6311,55,均視作一種宗教儀規,95
980abd10109bc25b9cb19c0dd6234a35,哪一個城市是俄羅斯最早建設的海港城市?,8070,5019,6952,7219,5019,阿爾漢格爾斯克,25
1059fde117c3174411e586b4fb219ef7,臺3線屬於台灣公路的哪一個系統?,8436,1716,3434,1501,3434,縱貫公路系統,130
9b2ca3af19e9286c59655e9762388485,「決定天下的戰爭」指的是哪一場戰役?,7497,5147,947,7267,947,關原之戰,0
ffd80c3f0802f9b908224e07fef0d8bc,《欽定格體全錄》的作者是哪一國人?,1756,3309,6311,2396,2396,法國,358
034567a49ad657da5cca84ff88a9161c,當時長安什麼汙染嚴重,876,6991,3999,1716,3999,水,29
4c750d5c10f360537004f9a57de4adf0,於洛水北岸大敗獫狁，斬首500人，俘獲50人是周宣王派誰率軍?,5391,5870,8736,379,8736,虢季子白,92
9e98acd8814f7eacd109c67962e0d15a,現任全國主席是誰?,3632,4057,4988,6490,3632,馬克·巴特勒,121
317245edaea134984c844f14ed7e1b8c,羅蘭侯爵死於巴斯克人的襲擊，之後寫入哪部詩歌中?,1819,4932,7497,7757,4932,羅蘭之歌,120
d8db9d4e725b864b9ba378d90d145ea3,參議院在哪一年舉行了全國性公投?,6490,1880,8258,6841,8258,1852年,39
f4c82735a108d2fd026ccc201c9f1c7e,在小麥傳入中國之前中國北方的飲食文化為？,2517,7301,3304,5713,7301,種粟飯粟,42
9f1074de35fdd623121c3c90fc3354c3,誰曾參與從紅海繞過非洲到尼羅河三角洲的遠征?,7411,5485,7497,1894,1894,希羅多德,537
8d327b3fced374d7aa7f67243b073599,使州內某些地區有美國最高的房產稅稅率是為何?,5950,8148,2050,8270,8148,缺乏稅種,345
dcde6131a4a2660b2980e36049d2fad9,2010年8月1日撐粵語集會的集會人是最後在哪裡釋放？,4370,8641,6490,2879,2879,東山體育場,174
8e86e005b37c256d7e5e0f56dbff0b18,蓋世太保在哪一年的時候正式成立?,2823,5396,3048,7218,5396,1933年,97
99ddf8e8f9cf84cf691700d4b43d21e1,古蘭經中，是誰的神跡使耶穌由馬利亞生出?,5391,7589,8909,2631,2631,真主,83
785fb7fff8f3102385a27b2b3ac560ec,裕仁天皇只向哪一國總統對於戰爭表示遺憾？,649,4906,2242,1587,2242,韓國總統,22
da1b97879aa595a819a3963aeaed18d5,李善長與胡惟庸被以什麼理由誅殺?,6043,4117,6357,5239,6357,狐疑觀望懷兩端大逆不道,31
d756aa50e31aa7ba4265e128695be0b6,源賴朝於西元幾年去世?,5086,1550,6615,7227,7227,1199年,0
6d2c9f4e453743be1f19ea02f0ac620f,到了什麼時候小麥成為華北地區的主食之一？,2517,7301,5755,3304,7301,唐宋以後,310
d0fc4ea2f913cbb3f45187fca7e19605,專屬作家所作的歌曲如果要發布的話只能經由哪？,697,4328,5950,7676,7676,所屬的出版社,46
31b0d5631a93649cf4ede676b2a3c490,哪一種儀器可以拿來測量和紀錄陽光？,4895,7601,4771,5041,4771,日照計,131
9a9a969ff32cec2a97a67b52b63bf068,哪一種主義的出現，幫助人們從生活中混亂的表象中，揭露隱藏其中的完整結構?,366,6952,1986,5986,5986,結構主義,412
52c71368c8b41f28da38b7552d28f5f0,「Silly Talk」指的是誰的風格?,177,908,7497,5628,177,周星馳,37
507baeeb7256b8812ff40dace119ee70,所有類似塞德娜的天體都擁有了差不多的什麼？,7257,1207,6103,6952,7257,近日點,208
b6d3e0180d2670c35019cce41b14c312,若2020年前未能尋得新水源，該區短缺的水需求量將會跟今天總耗水量相當，是為哪個單位所指出?,1814,7372,5950,5280,7372,加州水資源部,0
54e04752b0dcb7ed943a636a010071f0,《Joey & Joey》在哪一年推出?,5718,2231,3971,5622,2231,2011年,0
c4334fc45e54387bb4bf94be5ea9fdb5,《牙周病學緒論和解剖生理》這本書在哪一年發表?,977,8835,3309,8664,8835,1530年,427
adbec94d24f4af5547b64e0098d7a18c,1582年時葉爾馬克·齊莫菲葉維奇佔領了西伯利亞汗國的何處?,4798,7224,2759,64,7224,首都喀什里克,247
a34f861bb76c648f1db748e037d6df3c,台灣原住民會因土地、交易等種種糾紛等原因被誰殺,5189,3333,3537,1366,3537,漢人,81
96065f43a4d961029d685f5688d336d5,中共透過什麼實際行動來企圖獲得一部分席位代表全中國接受日本投降?,6490,5154,8791,2201,2201,抗命行動,153
2be8b3400ca67e403148ae00f58d8766,「無山不成瑤」的說法是因為瑤族大多生活在哪裡?,2375,6043,6952,4093,2375,山區,219
b163089768d5a9e1ac2fd777501e33ce,西班牙語及葡萄牙語的糖，保有哪個民族定冠詞的痕跡?,1315,4386,6275,5922,6275,阿拉伯人,259
29e4a0d83a3c7bdb546a4b1b77006eef,愛爾蘭哪座城市有只有一半的居民大於25歲？,18,2263,8155,7497,2263,都柏林,65
33a4187c18b609322b88954bc284c340,那霸沿海有何利於填海的優勢?,3665,3348,7049,5002,3348,河口地區水深較淺,259
545dc27e32b9867c1881c2f75bf05bc1,陳暊從誰的手中奪回了帝位?,4262,8272,3586,5922,4262,楊日禮,558
f9ee8e92b7568fe6a39a73de0aa2761b,福臨在哪一年正式成為大清皇帝?,1574,3048,8741,6474,6474,1643年,0
b5742991c975a6308728a57c88e1f59e,香港於何時變回中國的領土？,4640,2322,8102,6590,6590,1997年,134
d9b1d6901e2aa50d0b2de6f0796c9148,由於有機化合物具有哪個特性所以可以互相結合成碳鏈或碳環?,6768,3732,7844,6700,3732,有機化合物的碳原子的結合能力非常強,133
539caea284598986519309c2d3b6fdc0,哪一年的英國國內最受歡迎球場的第二位是曼徹斯特城市體育場?,7049,2245,327,3623,327,2005年,451
97fb633bcfe5577e662603f2091dd81e,基督教將希伯來聖經稱為?,352,2145,4236,2629,2629,「舊約」,356
c9a8645e401df23e096abf00a44455fe,超級籃球聯賽的前身是?,2349,2146,7916,6831,7916,中華職業籃球聯盟,390
67c18e9c8c674bfc901e8252126a5ab8,「無錫唱口」指的是哪一種戲曲的獨有的音韻?,8587,6952,4841,5806,4841,崑曲,79
ee700c0610f165ea5eee5d780befed06,建州三衛是在哪一年形成?,5464,4073,6952,2662,4073,1442年,115
035b2f2c7b7df5ecae2875db10311280,澳大利亞工黨的總綱領是由個人黨員和誰一起決定的?,8519,7849,4057,4785,8519,集體黨員,52
c9f8abafcfb25bae3075fcc299b0a299,在一定的地域範圍內運用園林藝術和工程技術手段透過各種途徑創造美的自然環境等過程的領域為？,6017,2951,3365,2076,2951,園林設計,129
22d3200d9404ac165f17708749e64c55,哥白尼日心模型出自哪一理論?,3762,6952,560,4963,560,《天體運行論》,444
e11fb0ecdb58ff2bb1818927da2addcb,第一次懸浮國會最後是任命誰作為首相?,7001,6490,1220,7888,7001,哈羅德威爾遜,228
0ee67dfe5e5cef99e487eeda9b03d58b,約有多少類似塞德娜的物種可能出現在小行星225088附近的區域？,5464,6103,7257,6351,6103,40個,230
daa10921ffa862cb38a6b5ed760858de,中國人民解放軍於何年攻入銀川市?,1542,3770,3541,3312,3312,民國38年,0
827c8df928fa49827227636bcd0c6ec9,哈卡斯共和國境內共有幾座城市?,4684,5938,1716,6067,6067,5座,328
d32a10929d9bbe75d720ccdedef90491,明鄭政權派遣軍隊分赴各地屯墾是根據哪一政策?,8795,7122,1774,2322,1774,「兵農合一」,147
2c36c8888323c6f9d098a9adb96f8d11,尼古拉·特斯拉的父親是甚麼職業?,697,6952,243,356,356,神父,115
3a06bc2489604bd34b50635cf5cb7c51,電動力學的基礎是由誰開創?,8913,994,7552,5950,8913,安培,487
6cb6b59846c5bb37981e10898fd7a85f,第二次反法同盟在一年形成?,8415,8717,7891,7962,8717,1798年,39
ce517b3c62968de7843c2c03a7a5cb9b,在什麼時候呼出空氣需要的時間約為吸入空氣時間的二倍?,6049,4668,4767,8989,4668,休息,194
99e9987ebe8165cc1a86db26161d8ee9,小行星90377的名字來自於什麼神話？,4027,2527,2611,6351,6351,因努伊特神話,64
d2561691093c60f646d0aa9344aa5205,馬德拉機場在擴建之前只有哪一種飛機能在這邊登陸？,5870,7497,6441,3092,3092,小飛機,170
b9efc79922b153a66aadac3311661f85,位在杜拜市內的世界最高大樓的名稱為?,4461,7049,3290,2607,4461,哈里發塔,73
daee2e28c51d8cb843601284f8e97457,哪一個地級市地處沙河與潁河以及賈魯河的交匯處?,4027,7497,2517,8426,8426,周口市,0
cb740a7c8f75425d40a3f6a5bc3f976a,扁形動物門在進行交配時受精的位置為？,8783,4027,7497,2183,8783,體內,255
c552da512ea78b699630609792cdbf76,生態學學科的起源指的是兩種學問的結合，一種是洪堡生物地理學，另一種是?,8587,5195,6986,5950,6986,達爾文演化論,27
9c6466f0c6396220cd53c86e192698b4,《泰西水法》被收錄於何處?,1355,8678,2509,6311,1355,《四庫全書》,281
c63ac5dc93bd4a379de592d88b98a6df,誰評論「曾國藩雖然並非才華橫溢，但卻是一位堅持信念、孜孜不倦的士人」?,6043,1298,7497,5660,5660,徐中約,156
405aa94ea708d4170bc99b2dd99b445e,廣州港是世界第幾大港口?,7601,8480,6982,6818,8480,八,224
6aa005b9ac4c6d460f62ba7448ab93a0,新罕布夏州位於美國東北部哪個地區?,8897,5485,2963,944,8897,新英格蘭,13
992776c4e7cbb2419eb9269bb298b583,毛澤東於1924年12月請假回到湖南韶山休養是由於發生什麼事情?,5154,8692,5214,1455,8692,重病,425
b0eb7eeebb2cbd8002a4fee43b99f1de,在希波戰爭後，希臘哪個城邦取得提洛同盟的主導地位?,7287,5511,2322,7497,5511,雅典,128
dc74e2fd9288e532cbd8667b14bbbcae,德國市民農園現今的產品總產值占了全國農業總產值的多少比例?,2517,4891,8052,2319,4891,三分之一,228
9afa25e16ec3be566a4762353c1fbf50,1952年時哪一個人任職了蘇聯外長的職位?,7497,6490,5154,5142,5142,莫洛托夫,210
a47a1b6d9ccf02d5d1ed956720b8305a,明朝在什麼時候將全國三分之一的驛站裁撤?,6635,6490,2863,6322,2863,明思宗崇禎年間,60
da75c5989f9b7a6c517584fafab0289b,誰為最後一位加冕盎格魯-撒克遜君主?,8509,3173,1574,2146,8509,哈羅德二世,308
a80c4ff1090e93ef2cae40a7db9950bf,將閩語、粵語等語言視為漢語的方言的觀點認為只有哪一語言為漢語族？,6758,7163,6746,1222,6758,漢語,50
55168a70c515825c1380f16e1ccb5666,百姓昭明，協和萬邦於哪本書中提到?,347,2562,1587,8015,347,尚書,91
caadcbe801e07b135f0f42691c1fbb86,哈卡斯共和國內最大的城市為何?,4684,6952,7017,6453,4684,阿巴坎,32
354146df7705d796c8cb3675941fa32b,亞里士多德在部分思想上師承哪一人?,6952,5085,5917,5922,5085,柏拉圖,3
c72c89d4a623e92f1a157a5c6dbf1f0c,多明尼加約有千分之五十的人口不是信仰什麼宗教？,3473,6952,6976,4055,3473,天主教,42
dcfc9b30e09b3901767c84f071c80f90,決定論的解釋對於科學運動有何意義?,1435,7497,664,2255,1435,為此後的科學一體化提供了藍圖,214
199d16c0698e86d423797d92852cfa88,位什麼很多中共領導人認為中國無力參與戰爭？,962,735,2570,326,326,共和國成立僅一年，國內百廢待興,11
17a256b14d0e983f963719d3baadcb10,於2012年世界上的猶太人人口共估計多少?,2851,6284,3995,6925,2851,1400萬,218
cf1bfd665c230b8b06481bd820cf8c09,現今主教座堂的地方於公元前1至2世紀可能是什麼?,7891,8651,7497,1811,1811,廟宇,251
8e00e6ef569db3b8b187c18975ddd7a2,第二型糖尿病患者的肥胖症可以透過哪種方式來治療?,1026,7728,2855,65,7728,減肥手術,159
a1a0b20ad451d48cee8efaf14da31974,臺灣引入來自東南亞外籍勞工人數最多的直轄市是哪個?,3361,338,4741,7167,7167,桃園市,263
a7f5be07537a056778b9f9ac27603e0c,潁河商貿城可以容納多少個工商戶投資經營?,7892,3512,6925,5041,7892,1600個,125
9e3cf1858c10b80229f7f54a34b5376f,台灣棒球維基館的版權協定在何時轉為創作共用？,3962,7497,7571,8368,3962,2006年4月14日,43
8e8f9529e33013f338f9e6e5565e2b87,曼徹斯特因為屬於哪個氣候而終年溫和多雨?,1716,427,6925,7497,427,溫帶海洋性氣候,133
11bc30e268aa579b1634903c1146e0b8,在基督教國家裡，非基督教徒唯一娛樂只剩下和中國餐館還有甚麼?,921,7497,7532,7124,921,電影,253
353fc435c41316c4de258462bb2e8eb4,兩個國家是全球燃料乙醇產量最多的生產者，一是美國，另一個是?,4229,6952,3262,3405,3262,巴西,201
57f701b2ea2ff62e4aafa580ba0fd17a,哪個軍隊於2005年，當總統塔亞不在國內之際發動軍事政變?,2322,5114,6229,4640,6229,總統衛隊,10
c381495f9ec2507d50360678c5e381e4,多少平方公里為齊齊哈爾市的總面積?,6925,2174,7986,1716,2174,4.23萬平方公里,160
5b6fc40b87d3921120d35175a79f4aac,拜仁慕尼黑有超過多少名付費會員?,8585,8582,7896,6556,6556,"187,000名",26
b072e52a920b29afb918713f6d75400b,美洲及大洋洲的國家在現代也屬於什麼世界的範疇內？,5054,7497,7715,4372,4372,西方世界,249
f1422287a7c340341dc327d1cf17b974,什麼時候開始現代人對古希臘藝術的認知大大增加？,25,2745,7497,6811,25,19世紀70年代,188
fd464ca0c3711cbeb69e472e35b048bd,聯合國軍宣稱哪一方的受傷跟死亡人數多出中國宣稱的人數約2萬人？,6743,6322,2322,4633,4633,志願軍,88
41df0c994787ac1a54f2b7a05b8054b0,誰批評柳宗元「居然當鼎味，豈不辱釣罩」?,168,4233,6686,6043,4233,韓愈,142
94f0c4db209d7ace259f0bbf2d944868,中國最古早的運河指的是哪一條運河?,1885,5463,112,3744,5463,伯瀆河,321
6f617c56a6282c0a0da92704812feec3,今天的長江黃金水道自西向東橫貫宜昌全境，西通重慶，東可以到達哪裡?,5755,4909,6718,7215,7215,上海,399
15ced19f41813c690e4a544a1ff301ef,哪一個人於2002年戰勝高秀秀信當選為新市長?,7698,8963,5485,155,155,中田宏,251
a29e46659ffa5a46a2ec68ae0603b053,漸漸廢除相關法令，並且願意和解的教宗為誰?,7423,2519,744,2322,2519,利奧十三世,458
377de6d8a3a4049ba4961a5c90972335,清朝將布匹轉銷至日本，而這些布匹是來自何處?,4272,4579,4382,6836,4382,歐洲,39
57ba99f3349bcfb681a9e5193dfaf509,縣級行政管理區這一種區劃形式只有哪一國家有？,7769,4408,4785,1716,4408,中華人民共和國,53
ea965d1775274a3d7cdfd0c8a33123b9,模里西斯島位於哪一個海洋上?,2513,8960,7497,7979,2513,南印度洋,30
04f970a1a4db190805e3ca7c9709107e,中國在文革之前最大的地方工業體在哪？,1169,5074,5950,221,5074,滿洲,0
e1e5ef4a48f70f06b8eda0544d53f6f4,波蘭因何因素導致連年戰爭?,4041,2322,4640,6348,4041,重要的地理位置,80
424bc88394086c971eaf3d33c2b665ee,「烏姆干達」此全國性節日的大部分普通服務到幾點為止?,6828,6511,7497,1716,6511,中午12點,427
2905c2b48c0ce1d88d03f779d14ef004,塞繆爾·泰勒·柯勒律治是哪一派的哲學家?,8800,5397,5922,1207,8800,浪漫派,3
e0a94ba9b1940bb1ef5fbbdab9f48bd6,位於溫哥華的北美中最大城市之一的公園名為什麼?,6967,3754,3623,2146,6967,史丹利公園,35
b5ad158e9a1c720222a9a221a57e4114,哪一位航海家於1778年時發現了茂宜島而成為首名發現茂宜島的歐洲人?,3920,5485,4324,7497,4324,詹姆斯·庫克船長,192
5b95569a9f5b0b11e7985add2fd4e1f3,「明朝天數未盡，人思效忠，定於本月二十日立東宮為皇帝，改元義興元年。」此告示張貼於何處?,5298,3376,7571,1057,1057,西長安街,480
c4149e68716e70c58edb151ecb78c2d0,史記是由誰所編寫的歷史書籍?,5221,2527,3940,7497,5221,司馬遷,22
7cddaed4bfb32bbc7ab847fb54f06c85,有萬里長城這一稱呼出現和誰下令修築長城有關?,2446,7829,8127,6952,7829,秦始皇,327
75465d2832300f6db4d7a857ce9892ea,什麼名稱用來稱呼以人手及簡單工具在坊間作業的生產方式?,2532,2341,7552,2810,2341,家庭手工業制,245
5e8ed6934fb95f5e2f8c715fec7e9d3f,希拉蕊在1997年協助通過了領養與安全家庭法案以及哪一個計劃?,1920,2266,6322,4785,2266,美國國家兒童健康保險計劃,240
